Question,Answer
Possuo acoes de empresas eou cotas de fundos que contrataram o BB como escriturador e nao tenho recebido rendimentos eou dividendos O que fazer,Se voce e cliente do BB pode solicitar ao seu gerente  pessoalmente por email ou telefone  que o credito seja realizado em sua conta corrente ou de poupanca Se preferir pode tambem receber os rendimentos no caixanbspSe voce nao e cliente BB envie um email para aescrituraisbbcombr ou plataformariocsobhbbcombr que lhe informaremos a forma de pagamento que o emissor disponibiliza a seus investidores sendo as formas mais comuns a transferencia de valores via DOCTED sujeita a tarifa e o saque no caixa Se o emissor disponibiliza a opcao de transferencia de valores via DOCTED compareca na agencia do BB de sua preferencia e informe seus dados bancarios Se o emissor nao disponibiliza essa forma de pagamento voce tera que receber seus rendimentos no caixa A partir do registro de seu domicilio bancario todos os rendimentos distribuidos serao creditados em sua conta deduzidos de impostos e do valor da tarifa da transferencia de valores para outra instituicao
Para o seguro de vida como faco para saber qual e a situacao atual do meu sinistro,Basta ligar a Central de Atendimento ao Cliente pelo telefone 0800 729 7000 munido de CPF ou numero da proposta do seguro e digitar a opcao 2 dois
Como faco para alterar dados cadastrais do meu seguro de vida,Para alterar dados da proposta ou apolice do seu seguro como o nome dos beneficiarios e a data do pagamento dos premios etc ligue para a Central de Atendimento ao Cliente pelo telefone 0800 729 7000
No BB Seguro Auto o que e franquia,E o valor fixo previsto na apolice de seguro com o qual o cliente participa obrigatoriamente em casos de sinistros de danos parciais ao veiculo Algumas garantias adicionais tambem possuem franquia como vidros acessorios equipamentos carroceria e blindagem caso tenha sido destinada verba na apolice
Meu CD Player e outros acessorios instalados no meu carro estao cobertos pelo meu seguro  BB Seguro Auto,Nao mesmo que eles sejam originais de fabrica Para que qualquer acessorio original ou nao seja coberto pelo seu seguro e necessario que voce contrate uma garantia adicional destacando verba propria para os acessorios
Como faco para contratar o BB Seguro Auto com cartao de credito,A contratacao do BB Seguro Auto pode ser feita por tres canais agencias do Banco do Brasil por correntistas e naocorrentistas do BB Portal BB wwwbbseguroautocombr  e Central de Relacionamento BB Seguro Auto  0800 729 0400 Para fazer o pagamento com cartao de credito basta informar a modalidade de pagamento Cartao de Credito no momento da contratacao do seguro
SEGUROS  02 Quais sao os fatores que influenciam no preco de um seguro AutoVidaResidencial,O preco do seguro de Automovel e definido com base em diversos fatores como modelo do veiculo ano CEP de pernoitenbsp valor da franquia coberturas contratadas classe de bonus dentre outros fatoresJa para o seguro residencial o valor do seguro e influenciado pela importancia segurada contratada coberturas e regiao do risconbspPara o seguro de Vida o capital segurado idade sexonbsp preenchimento ou nao da Declaracao Pessoal de Saude dentre outrosnbsp tambem podem compor o preco do seguro
No BB Seguro Auto o que e a cobertura de Responsabilidade Civil Facultativa no seguro de automovel,Essa cobertura garante o reembolso de danos corporais eou materiais causados involuntariamente a terceiros pelo veiculo segurado A indenizacao e condicionada ao Limite Maximo de Responsabilidade Contratado
No BB Seguro Auto como e definido o valor da indenizacao em casos de indenizacao integral do veiculo,Nos seguros contratados pelo valor de mercado a indenizacao e definida pelo valor medio de mercado do veiculo segurado na data da liquidacao do sinistro O valor e apurado pelanbsp tabela FIPE considerando o Fator de Ajuste aplicado na contratacaoNos seguros contratados por valor determinado a indenizacao e igual ao valor do veiculo definido pelo cliente no momento da contratacao
Como faco para contratar um seguro de vida da Alianca do Brasil,Voce pode contratar produtos da Alianca do Brasil em qualquer agencia do Banco do Brasil ou pelo sitenbsp wwwbbcombr Em caso de duvidas ligue para 0800 729 7000
Como e feito o pagamento do seguro de vida,O pagamento do seguro e feito por debito em conta corrente na data de sua preferencia No caso dos Seguros Ouro Vida e BB Seguro Vida Mulher o pagamento das parcelas tambem pode ser feito via fatura dos cartoes de credito Ourocard
O que acontece se eu esquecer de depositar dinheiro em conta para pagamento do seguro de vida,Quando uma parcela do seguro nao for paga a seguradora enviara ao segurado uma carta de aviso Para que nao haja cancelamento do seguro o valor em atraso deve ser quitado Se duas parcelas consecutivas nao forem pagas ocorrera o cancelamento do seguro
Para o seguro de vida o que devo fazer em caso de sinistro,Apos a ocorrencia de sinistro o seguradobeneficiario deve imediatamente contatar a Central de Atendimento ao Cliente pelo telefone 0800 729 7000 Os atendentes informarao todas as providencias a serem tomadas para analise e conclusao do processo
Onde posso consultar o resultado dos sorteios dos titulos Ourocap,Voce pode conferir o resultado nos portais BB bbcombr da Brasilcap brasilcapcombr ou por meio da Central de Atendimento da Brasilcap 0800 729 0800
O que acontece se eu atrasar alguma mensalidade do meu titulo Ourocap e como faco para pagar a parcela em atraso,Durante o periodo de atraso o titulo fica suspenso e nao concorre aos sorteios Na maioria dos planos de pagamento mensal em comercializacao basta que o cliente pague em dia a proxima parcela ficando reabilitado para os proximos sorteios e a parcela nao paga sera postergada para o final do prazo Esta condicao nao pode ser utilizada por mais de quatro meses consecutivos ou mais de doze meses intercalados Nos demais planos para regularizacao dos pagamentos as prestacoes vencidas serao corrigidas pela TR mais os juros atuariais do plano e cobradas juntamente com a parcela a vencer E importante atentar para o maximo de parcelas consecutivas que podem ficar em atraso para que o titulo nao seja cancelado conforme as Condicoes Gerais de cada plano
Posso alterar a data de pagamento ou o valor do meu titulo Ourocap,Nao O saldo e capitalizado com base na data de vencimento e no valor da parcela escolhidos no ato da compra No caso dos titulos de pagamento mensal o valor das mensalidades passa por reajuste a cada 12 meses com base na variacao do IGPM do periodo
OUROCAP  01 O que e Ourocap,Com um titulo de capitalizacao Ourocap voce pode guardar dinheiro de forma programada para realizar um plano no futuro fazer uma reforma viajar planejar uma festa ou programar seus estudos Ao mesmo tempo em que voce junta dinheiro concorre a diversos premios E ao final da vigencia apos o pagamento de todas as parcelas voce recebe de volta 100 do valor pago mais atualizacao da TRVoce pode escolher um titulo de parcelas mensais ou parcela unica O titulo de parcelas mensais e bom pra quem quer juntar um pouquinho a cada mes Outra opcao e fazer um titulo de parcela unica usando aquele dinheiro extra do 13 salario por exemplonbsp
OUROCAP  02 Como comprar meu Ourocap,Voce pode adquirir o seu Ourocap por aqui selecionando no menu a opcao Ourocap gt Contrate um novo Ourocap Escolha um titulo de parcelas mensais ou parcela unica e selecione a forma de pagamento para concluir a sua compranbspnbspO pagamento do titulo pode ser realizado por debito em conta corrente ou poupanca BB ou cartao de credito nas bandeiras Visa Mastercard ou EloSe voce preferir podera adquirir tambem pelo portal bbcombr nos terminais de autoatendimento BB pela Central de Atendimento Brasilcap 0800 729 0800 ou nas agencias do Banco do Brasil
O que acontece com o dinheiro aplicado em um titulo Ourocap,O recurso pago forma o saldo de capitalizacao ou reserva de resgate ou capital que e mensalmente corrigido pela TR  um percentual que varia de 045 a 050 conforme as Condicoes Gerais de cada plano 
O titulo Ourocap pode ser resgatado antes do prazo final ou fim da vigencia Como solicito o resgate antecipado,Sim desde que obedecido o prazo de carencia para pagamento de resgate que e de 12 meses A partir dai o saldo acumulado sera pago sem prazo de carencia quando solicitado o resgate antecipado em ate oito dias uteis para os planos com aplicacao em renda varavel e cinco dias uteis para os demais O resgate antecipado pode ser solicitado solicitam por meio da Central de Atendimento da Brasilcap 0800 729 0800 de segunda a sextafeira exceto feriados 24 horas
Posso transferir o titulo Ourocap para outra pessoa,Sim desde que a transferencia seja formalizada por meio de comunicacao nas agencias BB Nesse caso o novo titular sucede o antigo em todos seus direitos inclusive ao recebimento de premiacoes e obrigacoes inclusas a obrigacao de pagar as parcelas em atraso 
Como obtenho saldo e extrato do meu titulo Ourocap,As informacoes de saldo e extrato estao disponiveis no Portal BB bbcombr nos caixas eletronicos do Banco do Brasil por meio da Central de Atendimento 0800 729 0800 e na secao Auto Atendimento no portal da Brasilcap brasilcapcombr
Tambem posso adquirir titulos Ourocap pagando com cartao de credito,Sim Algumas modalidades de Ourocap podem ser pagas com debito via cartao de credito bandeira Visa Para isso basta que voce tenha no momento do debito da parcela limite disponivel para o pagamento do valor da parcela unica ou da parcela mensal No caso de titulos Ourocap de pagamentos mensais os pagamentos com cartao de credito sao recorrentes ate o final da vigencia ou seja a cada mes e realizada um novo lancamento de parcela no cartao No caso de titulos Ourocap de pagamento unico nao ha parcelamento o valor do titulo e debitado uma unica vez Consulte as Condicoes Gerais de seu Ourocap e obtenha mais informacoes sobre seu titulo de capitalizacao
Eu posso antecipar ou postergar parcelas do meu titulo Ourocap,Alguns titulos de capitalizacao Ourocap permitem antecipar A antecipacao e o pagamento de mais de uma parcela no mesmo vencimento Este evento nao regulariza eventual atraso de pagamento existente mas possibilita que sejam postergados pagamentos futuros Consulte as Condicoes Gerais de seu Ourocap e obtenha mais informacoes sobre seu titulo de capitalizacao
Se eu utilizar a Assistencia 24 Horas perco meu bonus no BB Seguro Auto,Nao Voce pode utilizar a Assistencia 24 Horas sem que isso influencie seu bonus
Meu filho tem 20 anos e tambem dirige o carro Posso incluilo na apolice do BB Seguro Auto,Sim Para isso ao responder no Questionario de Avaliacao de Risco basta estender a cobertura para condutores entre 18 e 25 anos
PREVIDENCIA  04 Em caso de falecimento do titular do plano Brasilprev o que devo fazer,Em caso de falecimento do titular do plano os beneficiarios deverao entrar em contato com a Central de Relacionamento Brasilprev 0800 729 7170 para comunicar a ocorrencia e iniciar o processo de recebimento do saldo acumulado eou do beneficioAcesse o site da Brasilprev wwwbrasilprevcombr clique em Nossos Planos gt Protecao e ao final da pagina voce encontrara as orientacoes sobre os documentos necessarios para iniciar o processo de recebimento do beneficio A relacao de documentos pode ser entregue nas agencias do Banco do Brasil ou enviado a Brasilprev
